"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","direction"
"Grik2",20.4893545205005,-1.00353190236789,0.906083219912365,-1.10754937329592,0.268056478063013,0.907612954203451,"No","NotSig"
"Wdr91",1102.3234817787,0.26778543385724,0.24268571492951,1.1034247892795,0.269842736424963,0.907612954203451,"No","NotSig"
"Iah1",1942.60959201987,0.222504337223238,0.201738916389166,1.10293215213873,0.270056630338442,0.907612954203451,"No","NotSig"
"Zfp954",333.539999511794,-0.322616837296145,0.293577909152457,-1.09891387341616,0.271805634687174,0.907612954203451,"No","NotSig"
"Psma5",8496.20884175636,-0.205012938390441,0.186103716011961,-1.10160582917788,0.270633073014609,0.907612954203451,"No","NotSig"
"Gprasp2",20.6119561987122,0.981525425329009,0.891179809993216,1.10137753831798,0.270732377148492,0.907612954203451,"No","NotSig"
"H2-Bl",16.4949359757813,1.08558839199642,0.982294405850903,1.10515583264066,0.269092071234586,0.907612954203451,"No","NotSig"
"Btbd19",128.862582331489,-0.40871219710858,0.371317570772088,-1.10070793649419,0.271023790974478,0.907612954203451,"No","NotSig"
"Kbtbd6",20.0570504785093,-0.967634228513928,0.881576754076304,-1.09761767655477,0.272371470849325,0.907612954203451,"No","NotSig"
"Gm4294",128.714323022833,0.598180456314335,0.539869477533927,1.10800940080326,0.26785775596617,0.907612954203451,"No","NotSig"
"Dpm1",2070.84962373174,-0.230904069906155,0.210506500927854,-1.09689757270391,0.272686169949035,0.907612954203451,"No","NotSig"
"Ankrd39",469.638761618162,-0.264428224706991,0.2409297545777,-1.09753245368335,0.272408701895109,0.907612954203451,"No","NotSig"
"Slc48a1",1516.64700920082,0.230418528623762,0.209821406978036,1.09816501539274,0.272132439669096,0.907612954203451,"No","NotSig"
"Vmn1r207",15.1186039253911,-1.12564315594878,1.01623397471975,-1.10766140864283,0.268008071847976,0.907612954203451,"No","NotSig"
"Ccpg1os",122.881931526735,-0.476909690634491,0.434437366295652,-1.09776397619982,0.27230756550752,0.907612954203451,"No","NotSig"
"Cox16",1396.05276522206,-0.266284368610037,0.241313429296673,-1.1034792774946,0.269819085791631,0.907612954203451,"No","NotSig"
"Ccdc166",125.775382750138,-0.469436030040941,0.427681720782153,-1.09762939875575,0.272366350080976,0.907612954203451,"No","NotSig"
"Olfr1310",77.1593762233506,-0.560399493942028,0.510876775268597,-1.09693671951988,0.272669055653254,0.907612954203451,"No","NotSig"
"Anxa11",267.151674692116,0.317836017245304,0.290031316750343,1.09586792490721,0.273136577647025,0.908028302687941,"No","NotSig"
"Gm15760",44.904113014056,-0.747199238701566,0.682110149208094,-1.09542313593932,0.273331302786889,0.908445027917339,"No","NotSig"
"Cops3",3173.54515050387,0.195909776826753,0.178955492726903,1.09474022753648,0.27363045946611,0.908977896171668,"No","NotSig"
"Gm21811",78.3412079362214,-0.532785202693292,0.486622607995833,-1.09486323475101,0.273576558077482,0.908977896171668,"No","NotSig"
"Poli",295.74783547241,0.305823795877206,0.27952701114199,1.09407600584925,0.273921644828377,0.909714415173116,"No","NotSig"
"2810025M15Rik",888.899663117631,-0.249034640856889,0.22765863170811,-1.09389500845365,0.274001028217781,0.909747328730182,"No","NotSig"
"Dazap2",26012.7046834923,0.175253088526286,0.161355613325027,1.08612948080873,0.277421711014495,0.909912228519459,"No","NotSig"
"Rhoc",125.151234262484,0.490425574359579,0.45077427448414,1.08796265031055,0.276611596337339,0.909912228519459,"No","NotSig"
"Ddah2",90.3801446662821,0.50493581132668,0.462228550671162,1.0923942508387,0.274659848912926,0.909912228519459,"No","NotSig"
"Snapc2",658.951158718196,0.23685497774778,0.218262960047472,1.08518173535383,0.277841172018398,0.909912228519459,"No","NotSig"
"Atad1",1587.61531658553,0.226686682674851,0.208615577074946,1.08662395135246,0.277203035481637,0.909912228519459,"No","NotSig"
"Pls3",254.539099783988,0.406075648801007,0.373152281957039,1.08823037788031,0.27649341720209,0.909912228519459,"No","NotSig"
"Mmp7",83.8751727615731,-0.803980912530071,0.742551526764825,-1.08272743850233,0.27892942128047,0.909912228519459,"No","NotSig"
"Zfyve27",746.344949366681,0.241989767870293,0.223319828729919,1.08360179768431,0.278541393431581,0.909912228519459,"No","NotSig"
"Ube2d1",1750.85222545283,0.201812601279505,0.18629470981205,1.08329754228185,0.2786763758509,0.909912228519459,"No","NotSig"
"Rel",3763.84695677687,0.223036965362559,0.204892172329141,1.08855776590757,0.276348949796472,0.909912228519459,"No","NotSig"
"Sar1b",3374.52922628523,0.207674994049348,0.190170375434127,1.09204703190632,0.274812429240208,0.909912228519459,"No","NotSig"
"Kpna3",1693.72367613994,-0.233722964539803,0.214845552224205,-1.08786503662826,0.27665469310737,0.909912228519459,"No","NotSig"
"Ints9",811.91943990323,0.235119779836487,0.215208437429898,1.09252119779493,0.27460407835806,0.909912228519459,"No","NotSig"
"Lsg1",1222.26925340642,0.209459765606876,0.192090588613719,1.09042180108098,0.275527382753013,0.909912228519459,"No","NotSig"
"Itgb5",46.1985358537673,0.841429306766108,0.77666031375855,1.08339423536928,0.278633473294875,0.909912228519459,"No","NotSig"
"Cbr3",793.353843207474,-0.237755689119223,0.217812011279883,-1.09156371920056,0.27502491033703,0.909912228519459,"No","NotSig"
"Soat2",64.2158051284335,-0.545065410100367,0.501601515212031,-1.0866502464012,0.277191410001931,0.909912228519459,"No","NotSig"
"Lbh",541.116860924388,0.270174816161017,0.249049944739776,1.08482182737809,0.278000576134957,0.909912228519459,"No","NotSig"
"Tpgs2",600.181003895535,0.253277054748665,0.232313191293807,1.09023966025393,0.275607587143641,0.909912228519459,"No","NotSig"
"Avil",13.6004273867006,1.13724836073774,1.04875656488337,1.08437782305011,0.278197312496953,0.909912228519459,"No","NotSig"
"Eps8l2",89.4545666811336,0.580731677457465,0.531169407400425,1.09330783995938,0.274258661821343,0.909912228519459,"No","NotSig"
"Tram1",5978.25984949124,0.193925161478955,0.178615540874048,1.08571270187348,0.277606119308841,0.909912228519459,"No","NotSig"
"Pkp4",88.1275103700291,-0.481988708329116,0.4427840894334,-1.08854116448918,0.276356274310549,0.909912228519459,"No","NotSig"
"Tspan18",25.8461251522373,-0.913295623797895,0.840997695578607,-1.08596685650791,0.277493655945034,0.909912228519459,"No","NotSig"
"Wdr76",120.114162755509,-0.426181731799774,0.390721011163617,-1.09075713776065,0.275379761337391,0.909912228519459,"No","NotSig"
"Pdrg1",2266.1393642945,-0.195697692409072,0.180270759407821,-1.08557645761258,0.277666420139647,0.909912228519459,"No","NotSig"
"Eif4e",6005.29795721752,0.181477747402406,0.166918902100708,1.08722107034297,0.276939121087644,0.909912228519459,"No","NotSig"
"Enoph1",1345.40816700793,0.212284802797522,0.195422662042021,1.08628549309125,0.27735270318056,0.909912228519459,"No","NotSig"
"Tpk1",792.147058532657,-0.230490465814806,0.210884954801587,-1.09296780337727,0.274407936293441,0.909912228519459,"No","NotSig"
"Klrb1f",80.0533549583454,-0.50010436404962,0.457867608289435,-1.09224665601041,0.27472470025035,0.909912228519459,"No","NotSig"
"Irag2",2695.01629545138,-0.202479542029791,0.186448069405502,-1.08598358071181,0.277486256577226,0.909912228519459,"No","NotSig"
"Strn4",1101.86642990882,0.260342018215113,0.238584528943141,1.09119404920491,0.275187505820209,0.909912228519459,"No","NotSig"
"Vps33b",563.595689353444,0.296826467147022,0.274178207640549,1.08260415625798,0.27898416170337,0.909912228519459,"No","NotSig"
"Pdzd9",19.9075611282781,1.07352091969112,0.98393090529592,1.09105315618504,0.275249493407959,0.909912228519459,"No","NotSig"
"Gpr19",77.0259860482597,-0.541160454564206,0.498999202668725,-1.08449162177013,0.278146879755918,0.909912228519459,"No","NotSig"
"Nfatc1",1311.43251903417,0.223717384705516,0.205029976067713,1.09114476329857,0.275209188666959,0.909912228519459,"No","NotSig"
"Lpcat2",931.203425336675,-0.231496024838976,0.213294949827252,-1.08533289244056,0.277774242738746,0.909912228519459,"No","NotSig"
"Fan1",108.578429045833,-0.435969218615143,0.398732120080784,-1.09338876067174,0.27422314617967,0.909912228519459,"No","NotSig"
"Foxn2",857.507591543754,0.225432664360854,0.207277104338146,1.08759076445361,0.276775809693885,0.909912228519459,"No","NotSig"
"Nup37",454.972434333412,0.274132495510852,0.250751790114304,1.09324242664784,0.274287373649448,0.909912228519459,"No","NotSig"
"Alg12",290.637460056367,-0.304469302450611,0.280134629822695,-1.08686777726594,0.277095248718248,0.909912228519459,"No","NotSig"
"Pphln1",1254.76826745902,0.216706387707199,0.199657771658449,1.08538919325372,0.277749316691544,0.909912228519459,"No","NotSig"
"Ralgapa2",138.409327963613,-0.396078270055872,0.363114478646064,-1.09078071337921,0.275369384944737,0.909912228519459,"No","NotSig"
"Zdhhc18",483.955838569951,0.307519934374634,0.283415809691756,1.085048624172,0.277900120030429,0.909912228519459,"No","NotSig"
"Cd84",267.014411117374,-0.306806154947778,0.282771712575532,-1.08499592181034,0.277923461515412,0.909912228519459,"No","NotSig"
"Ifi44l",538.996594211144,0.249776028545673,0.230032042884928,1.08583145814438,0.277553565824953,0.909912228519459,"No","NotSig"
"Prrc2b",525.81869194032,0.317732700492012,0.29217291944838,1.08748169095168,0.276823985796838,0.909912228519459,"No","NotSig"
"Mvk",209.466488516873,0.380902783455767,0.351805326710311,1.08270897151428,0.278937620623229,0.909912228519459,"No","NotSig"
"Dstyk",194.947347710473,-0.350930303654994,0.323979206280838,-1.08318773813772,0.278725101209723,0.909912228519459,"No","NotSig"
"Nxpe4",75.1910720295884,0.515734301513826,0.473419995387576,1.08938005690192,0.275986322219911,0.909912228519459,"No","NotSig"
"Ctla2a",68.4707402041521,-0.681196184663903,0.627044796302535,-1.0863596806491,0.277319892413743,0.909912228519459,"No","NotSig"
"Ctxn1",22.3556710669186,-0.891251687401358,0.819740674504158,-1.08723614079594,0.276932462471369,0.909912228519459,"No","NotSig"
"Mmp12",110.412316869626,-0.446865996470813,0.408812707145136,-1.0930824523323,0.274357599737206,0.909912228519459,"No","NotSig"
"Supt7l",501.348953420259,-0.289941257968414,0.266358846865244,-1.08853624116755,0.276358446496098,0.909912228519459,"No","NotSig"
"Ggcx",58.7963285125102,-0.602496113742552,0.556501933337875,-1.0826487342619,0.278964367103054,0.909912228519459,"No","NotSig"
"Lifr",77.2548303038435,-0.582346619283856,0.534036370469228,-1.09046246938608,0.275509476935387,0.909912228519459,"No","NotSig"
"Dedd2",899.612616351024,-0.227055570330107,0.209345120010667,-1.08459929860576,0.278099165811141,0.909912228519459,"No","NotSig"
"Zfp811",23.9991694702905,-0.88756874732857,0.817551191148873,-1.08564302387145,0.277636957228638,0.909912228519459,"No","NotSig"
"Zbtb25",247.927060240826,-0.323832512413231,0.297290192077943,-1.08928084761144,0.276030055960246,0.909912228519459,"No","NotSig"
"Kif13b",200.386182683035,-0.341973999986079,0.315415876734638,-1.08420033742875,0.27827598209996,0.909912228519459,"No","NotSig"
"Zfp937",65.2500109225823,-0.566100150184683,0.519780959977759,-1.08911290288299,0.276104100637599,0.909912228519459,"No","NotSig"
"Zfp617",436.520488291951,-0.270096802205989,0.249349340991524,-1.08320640083493,0.27871681926814,0.909912228519459,"No","NotSig"
"Uty",176.621233716286,-0.428239542377904,0.392630614017223,-1.09069320396682,0.275407902012002,0.909912228519459,"No","NotSig"
"Olfr554",17.929994563331,-1.13345626139443,1.04397542980538,-1.08571162599653,0.277606595450098,0.909912228519459,"No","NotSig"
"H2bc3",20.6772164919203,-0.956234474487432,0.878126442475891,-1.08894850244039,0.27617659580381,0.909912228519459,"No","NotSig"
"Smim1",31.371198425513,0.884079019968953,0.812528558864867,1.08805901075532,0.276569057364776,0.909912228519459,"No","NotSig"
"Zfp566",105.256948059763,-0.453516302158384,0.418569881730158,-1.08349005017699,0.278590964863096,0.909912228519459,"No","NotSig"
"Gm2026",76.870545827689,0.540983721372899,0.498267316831869,1.08572989457272,0.277598510564858,0.909912228519459,"No","NotSig"
"Kifc1",50.0034464477379,-0.621749011852843,0.570814520607477,-1.0892312465898,0.276051923005278,0.909912228519459,"No","NotSig"
"Pglyrp2",40.5448562880411,-0.769677825920519,0.705759831103216,-1.09056621247116,0.27546380356649,0.909912228519459,"No","NotSig"
"Zc3h11a",1214.99121280377,0.247299006985666,0.228193500017085,1.08372502708074,0.278486735568673,0.909912228519459,"No","NotSig"
"Ankrd52",193.231973756146,-0.355501977725184,0.328813802677772,-1.08116500837273,0.279623720148271,0.910040953557221,"No","NotSig"
"Cdca3",832.268646516442,-0.249939463636522,0.230995933029075,-1.08200806983499,0.279248942168794,0.910040953557221,"No","NotSig"
"Lars",1799.2597322335,-0.214081338417725,0.198002398319168,-1.08120578455135,0.279605585474747,0.910040953557221,"No","NotSig"
"Pacrgl",247.615522017833,-0.360708201664456,0.333640851607538,-1.08112720587573,0.279640533029857,0.910040953557221,"No","NotSig"
"5730480H06Rik",247.615522017833,-0.360708201664456,0.333640851607538,-1.08112720587573,0.279640533029857,0.910040953557221,"No","NotSig"
"Kctd7",46.3804662839797,-0.69320289300449,0.640530813487183,-1.08223192141304,0.279149487690045,0.910040953557221,"No","NotSig"
"Ccdc180",22.5408210913378,-0.91376305865197,0.845209804620565,-1.08110797302237,0.279649087217584,0.910040953557221,"No","NotSig"
"Zfp157",535.235808068309,-0.266091178234856,0.246092915118922,-1.08126305914281,0.279580114697489,0.910040953557221,"No","NotSig"
"Rfesd",417.363434820115,-0.315307579491175,0.291645976973784,-1.08113124947895,0.279638734580863,0.910040953557221,"No","NotSig"
"Mbp",1703.87083877659,-0.213105248372026,0.197208626666693,-1.08060814566799,0.279871457587438,0.910086103081079,"No","NotSig"
"Fbln2",18.7850384683609,-1.02133582654799,0.945145567765045,-1.08061219496919,0.279869655593491,0.910086103081079,"No","NotSig"
"Ccdc134",849.299260539983,0.272534149276356,0.252154089783994,1.08082383081639,0.279775485746772,0.910086103081079,"No","NotSig"
"Tnfsfm13",47.7979833910278,0.703985160302584,0.652500208257979,1.07890411588075,0.280630473850755,0.910242245592919,"No","NotSig"
"Rps6kb1",1306.68952879431,0.216197422688125,0.200369527567871,1.07899352417694,0.280590614507211,0.910242245592919,"No","NotSig"
"Cdk18",27.765163279215,0.818325097778153,0.758139808442613,1.07938547569369,0.280415922963661,0.910242245592919,"No","NotSig"
"Nenf",458.652268618737,-0.266923706135263,0.247110511292247,-1.08017949029932,0.280062259638226,0.910242245592919,"No","NotSig"
"Xkr8",70.4858706475901,0.537710925833284,0.497748522661309,1.08028633205842,0.280014694222862,0.910242245592919,"No","NotSig"
"Fchsd1",211.094711352991,0.391603630395238,0.362956602495814,1.07892686812263,0.280620330250272,0.910242245592919,"No","NotSig"
"Cpq",2219.17975791274,0.194103054242235,0.179729843042075,1.07997119986798,0.280155005277308,0.910242245592919,"No","NotSig"
"Zmynd8",866.821877945429,-0.241131551471817,0.223553955490436,-1.07862798017964,0.280753602898037,0.910242245592919,"No","NotSig"
"Pvr",1131.01213014329,0.22229175311646,0.205936786088335,1.07941741414334,0.280401691354191,0.910242245592919,"No","NotSig"
"Depp1",19.3632583284593,-1.06023283473041,0.982901483983647,-1.07867660391898,0.280731918887676,0.910242245592919,"No","NotSig"
"Fam174a",4496.13715067816,0.186529426258772,0.17274075100032,1.07982294379643,0.280221032082346,0.910242245592919,"No","NotSig"
"Fbxw10",76.9421797274391,-0.587072149148993,0.544143925773333,-1.07889130309532,0.280636186266736,0.910242245592919,"No","NotSig"
"Patl1",210.616744490248,0.339509581685047,0.314822630384007,1.07841542798536,0.280848405010549,0.91032422366662,"No","NotSig"
"Rnaseh2c",625.638245292423,-0.277086100743125,0.257276862340173,-1.07699580219833,0.281482141065168,0.910660595471897,"No","NotSig"
"Rab29",1236.85160071342,-0.248854055966382,0.230984826154549,-1.07736105487672,0.281318995743365,0.910660595471897,"No","NotSig"
"Oaf",107.761124376351,-0.458538913934247,0.425543935543669,-1.07753600893977,0.281240872750164,0.910660595471897,"No","NotSig"
"Bace1",117.967742220497,-0.459829787563093,0.427019440416411,-1.07683572231439,0.281553663261041,0.910660595471897,"No","NotSig"
"Brk1",11162.3497249034,-0.212074319503813,0.196893057449824,-1.07710410032034,0.281433761468817,0.910660595471897,"No","NotSig"
"Polr3b",291.818253027806,-0.300842835521648,0.279109318271919,-1.07786740114694,0.281092935121733,0.910660595471897,"No","NotSig"
"Krt80",180.687726100347,-0.356035370973839,0.330647859713255,-1.07678111475635,0.281578064228004,0.910660595471897,"No","NotSig"
"Phlda3",46.3449148931466,0.652296452292812,0.605308421547061,1.07762659344084,0.281200429448043,0.910660595471897,"No","NotSig"
"Olfr323",19.705791554241,-0.940074745748162,0.872465879823451,-1.07749170195446,0.281260655947137,0.910660595471897,"No","NotSig"
"Apex1",2521.63661162131,0.200148407606838,0.186010096518158,1.07600829929842,0.281923544711476,0.911552794567107,"No","NotSig"
"Pfkfb2",99.7269519102776,-0.454431239548119,0.422436093206954,-1.07573961329457,0.282043725801499,0.911609997677865,"No","NotSig"
"Gnat3",15.2048760817596,1.1391398643449,1.05917048006686,1.07550190057505,0.282150081755509,0.911609997677865,"No","NotSig"
"Gk5",47.8276818884622,-0.634908362265181,0.590336534201804,-1.07550240495219,0.282149856061419,0.911609997677865,"No","NotSig"
"Steap3",22.2130364564717,0.900274277256772,0.837717956541384,1.0746746804541,0.282520403446577,0.912356272042646,"No","NotSig"
"Rasal2",335.285060870197,-0.29956916763168,0.278744436705824,-1.07470904593455,0.282505012492606,0.912356272042646,"No","NotSig"
"Agpat2",167.111892903818,0.380001647776434,0.353764981684121,1.0741641130431,0.282749133569676,0.91249440123294,"No","NotSig"
"Zfp286",40.7599505789864,-0.706193017250895,0.657302990119373,-1.07437974247256,0.282652518001426,0.91249440123294,"No","NotSig"
"Zfp846",188.301081426014,-0.35502491531074,0.330528587177997,-1.07411258536482,0.282772224528696,0.91249440123294,"No","NotSig"
"Atp5g2",3061.81965126573,-0.208433529650597,0.194098726974427,-1.07385315143287,0.282888503371015,0.912644728170347,"No","NotSig"
"Gmfb",2361.73403402687,-0.193740277021145,0.180491144662751,-1.07340599663851,0.283088995150993,0.913066598892179,"No","NotSig"
"Gls",2393.45469151317,0.207291063119891,0.193181345626753,1.07303871627646,0.283253745455337,0.913198218788382,"No","NotSig"
"Nupl1",1173.79693656528,0.233710640237336,0.217809642848135,1.07300410202815,0.283269275656236,0.913198218788382,"No","NotSig"
"Trmt1",529.74630736137,0.250066751697248,0.233584169657318,1.07056378034569,0.28436561651605,0.91357016348129,"No","NotSig"
"Ykt6",1047.91234937993,0.217373087904362,0.203191851276147,1.06979234914761,0.284712786870412,0.91357016348129,"No","NotSig"
"Snrnp200",649.362776783408,-0.233773675086305,0.218377553225639,-1.07050230957006,0.284393269952832,0.91357016348129,"No","NotSig"
"Sap30bp",900.762080391317,-0.238601752766031,0.222851777808304,-1.07067466597137,0.284315737761194,0.91357016348129,"No","NotSig"
"Sdhaf4",1293.53515923103,-0.248161785200113,0.231589330677856,-1.07155966327875,0.283917859029557,0.91357016348129,"No","NotSig"
"Pfkfb3",2935.22863152429,-0.254606059992821,0.238059678059871,-1.06950518486708,0.284842093798195,0.91357016348129,"No","NotSig"
"Dmp1",16.0080274033919,1.24344561199272,1.16236380554633,1.06975596285733,0.284729169020584,0.91357016348129,"No","NotSig"
"Car7",33.2038538689324,-0.813578874072727,0.760492726583128,-1.06980493781724,0.284707119239214,0.91357016348129,"No","NotSig"
"Dixdc1",13.319093163041,-1.15915746171689,1.08247576842767,-1.07083917767564,0.284241747744618,0.91357016348129,"No","NotSig"
"Gmppa",1561.6739370302,0.214583430897249,0.200633554271564,1.06952913073953,0.284831309716382,0.91357016348129,"No","NotSig"
"Spata2l",182.420455640178,0.39181935505231,0.366360331981358,1.06949175674469,0.28484814130659,0.91357016348129,"No","NotSig"
"Rorb",28.6561598166769,-0.960235425623614,0.896057607554808,-1.07162242419205,0.283889657183326,0.91357016348129,"No","NotSig"
"Ptger3",57.8017970375924,-0.561883179371421,0.525375729195385,-1.06948826934192,0.284849711912494,0.91357016348129,"No","NotSig"
"Kremen2",83.4377864300006,-0.477793097553841,0.446491263190245,-1.07010626398362,0.284571479900593,0.91357016348129,"No","NotSig"
"Ripk2",377.954698582033,0.27190980434752,0.253801004964407,1.07135038486413,0.284011912758751,0.91357016348129,"No","NotSig"
"Mdga1",188.414034017965,-0.343374633695321,0.320852142361868,-1.07019585771708,0.284531158499225,0.91357016348129,"No","NotSig"
"Dpy19l3",62.3329600375625,-0.620856001369684,0.580207686501878,-1.07005821503827,0.284593105782501,0.91357016348129,"No","NotSig"
"B3gnt2",588.37852528182,-0.271873647677891,0.25391901980084,-1.07071005508423,0.284299820218607,0.91357016348129,"No","NotSig"
"Tanc2",71.0385706111082,-0.539275800954807,0.50365000023327,-1.07073523420041,0.284288495361152,0.91357016348129,"No","NotSig"
"Nfe2",78.2493494177098,-0.597736073143308,0.558150117458471,-1.07092349252758,0.28420383174185,0.91357016348129,"No","NotSig"
"Wtap",2744.43294975338,0.190036138382556,0.17767054173368,1.06959846313415,0.284800087261576,0.91357016348129,"No","NotSig"
"Ubac2",2951.78274457404,0.192792511856069,0.180303553067627,1.06926629329239,0.284949694320824,0.913636130119304,"No","NotSig"
"Bod1l",1719.06732340243,-0.202459210068599,0.18936768588193,-1.06913283079792,0.285009819895942,0.913636130119304,"No","NotSig"
"Cwf19l1",373.266994250907,-0.286697154686323,0.268317086416064,-1.06850129641672,0.285294445906823,0.914100995632457,"No","NotSig"
"Mgl2",40.9761101290226,0.683556003004446,0.639704929734697,1.06854890627142,0.285272981942038,0.914100995632457,"No","NotSig"
"Srpk3",31.6605918186394,-0.739702173750125,0.692625287300972,-1.06796876653551,0.285534600923761,0.914149847303834,"No","NotSig"
"Mcee",606.996987168214,0.248827054783139,0.232933295129195,1.06823309499455,0.285415379634313,0.914149847303834,"No","NotSig"
"Scai",315.335152716922,-0.292433670072261,0.273853186215675,-1.06784833915335,0.285588929004962,0.914149847303834,"No","NotSig"
"Larp1",2338.58454846631,0.197842519683408,0.185225837595701,1.06811513043469,0.285468581577355,0.914149847303834,"No","NotSig"
"Apba1",179.51085310779,0.353020862810838,0.330781368278003,1.06723321403684,0.285866537736915,0.914396191962503,"No","NotSig"
"Slc35f6",686.336123361716,0.259582355233928,0.243202538804669,1.06735051578723,0.285813584862139,0.914396191962503,"No","NotSig"
"Trappc1",3481.70752675366,-0.221995682837813,0.208016387877935,-1.06720285407552,0.285880244044845,0.914396191962503,"No","NotSig"
"Sec22c",184.338999012559,0.35514764870749,0.332828506656595,1.0670589856473,0.285945200922982,0.914396191962503,"No","NotSig"
"Ttn",96.2088117950189,0.576554598067673,0.540533298219678,1.06664029758506,0.286134296149195,0.914777492205496,"No","NotSig"
"Wdr12",1762.1659119858,0.199893547976422,0.18756854663073,1.06570931836432,0.286555063996264,0.915607419222095,"No","NotSig"
"Ptgs1",43.4154245162538,0.752840032693133,0.706423280352126,1.06570671385274,0.286556241724109,0.915607419222095,"No","NotSig"
"Syngr2",29484.8002598172,-0.176244596668307,0.165442413573353,-1.06529270736349,0.286743491884674,0.915607419222095,"No","NotSig"
"Hspa14",62.7838088633316,0.602134941762183,0.565097887320533,1.06554095365188,0.286631203156072,0.915607419222095,"No","NotSig"
"Mtfmt",621.725609925304,0.244315713381366,0.229312879011723,1.06542517120844,0.28668357109292,0.915607419222095,"No","NotSig"
"Ccny",776.724361387492,0.225216933467923,0.211479737413132,1.06495750478427,0.286895160498,0.915868387791641,"No","NotSig"
"Ttc32",589.973932482454,0.271558347595007,0.255042631397832,1.06475668834914,0.28698604955076,0.915935247103875,"No","NotSig"
"Fam3a",502.823721249506,-0.260918649039421,0.245155110146321,-1.06430026640559,0.287192697352939,0.916148202639887,"No","NotSig"
"Tspan8",24.4266163674126,-0.909364857685426,0.854371603521124,-1.06436690304038,0.287162520953121,0.916148202639887,"No","NotSig"
"Poldip2",1017.31729547115,0.213611742121838,0.200869908108926,1.0634332645087,0.287585514240691,0.916194746083885,"No","NotSig"
"Hfe",8307.84611015748,-0.191093306009379,0.179803600887161,-1.06278909358052,0.287877606604721,0.916194746083885,"No","NotSig"
"Sit1",18.0798086728237,-1.04214780995555,0.980393035256654,-1.06298981375641,0.28778657075057,0.916194746083885,"No","NotSig"
"Tbc1d22b",149.989260331551,0.37302366156605,0.350941258068513,1.06292336107493,0.287816707954867,0.916194746083885,"No","NotSig"
"Gdpgp1",140.496130449377,-0.404981835956996,0.381063326901691,-1.06276780620633,0.287887262549514,0.916194746083885,"No","NotSig"
"Gtf2i",492.976749518194,0.268943081260976,0.252868660960272,1.06356825808173,0.28752432821146,0.916194746083885,"No","NotSig"
"Hnrnpc",9002.87420252966,-0.179735924755333,0.169012461482589,-1.06344776697929,0.287578940554084,0.916194746083885,"No","NotSig"
"Ndufaf2",606.04020653789,-0.240203513171322,0.22602615230429,-1.06272442689705,0.287906940063779,0.916194746083885,"No","NotSig"
"Gm11808",7927.56710135815,-0.262900604722576,0.247084942180118,-1.06400901003076,0.287324617922175,0.916194746083885,"No","NotSig"
"Usp49",54.0832888225318,0.593351535658716,0.557700907792249,1.06392427799265,0.287363003811314,0.916194746083885,"No","NotSig"
"Zzz3",817.717207623896,-0.220348884106471,0.20744832906288,-1.06218683515971,0.28815087513407,0.916529104295923,"No","NotSig"
"Clk2",770.19932948546,-0.225208186707804,0.212023629475058,-1.06218437664419,0.288151991018428,0.916529104295923,"No","NotSig"
"Sf3a1",1090.65450104463,0.249776033612367,0.235530262553412,1.06048382447552,0.288924545017846,0.91675961158437,"No","NotSig"
"Nrde2",262.690943504707,0.301165819402272,0.283794104936639,1.06121238659807,0.288593391457872,0.91675961158437,"No","NotSig"
"Fas",899.660648214815,-0.276772095106956,0.260693978934196,-1.06167429044005,0.288383574734623,0.91675961158437,"No","NotSig"
"Hgsnat",450.192409923969,0.294398267203291,0.277560424128489,1.06066370278713,0.288842761079702,0.91675961158437,"No","NotSig"
"Taf7",1032.21709051988,-0.230096985957665,0.216936414828144,-1.06066556940174,0.288841912481673,0.91675961158437,"No","NotSig"
"Tlr11",6281.92489929666,-0.181199856130563,0.170794094747122,-1.06092576794793,0.288723637779768,0.91675961158437,"No","NotSig"
"Tnfaip6",13.894116726483,1.38073620063326,1.30126651067204,1.06107103295864,0.288657620958391,0.91675961158437,"No","NotSig"
"Map6",18.7356303410623,-0.954801205693253,0.899903258675484,-1.06100427628029,0.288687957789958,0.91675961158437,"No","NotSig"
"Bcl2",317.238511205016,0.335683028774799,0.316502257397519,1.06060232092813,0.288870667360733,0.91675961158437,"No","NotSig"
"Vmn2r90",40.0449556312546,0.665473313353255,0.626912467028892,1.06150913939726,0.288458581673595,0.91675961158437,"No","NotSig"
"Oas3",20.6848629639055,-0.936699689631838,0.883541382876952,-1.0601650446545,0.289069520601969,0.916997425456101,"No","NotSig"
"Slc35b1",3549.81734237245,0.189681029275036,0.17903508422949,1.05946289852273,0.289389017437707,0.917059668159519,"No","NotSig"
"Bsg",7303.28781195114,0.174340361783757,0.164587958452572,1.05925344370801,0.289484371488523,0.917059668159519,"No","NotSig"
"Nek2",89.1999915170065,-0.486000258429024,0.458640834367363,-1.05965326680822,0.289302370859723,0.917059668159519,"No","NotSig"
"Uap1l1",2497.82237405082,0.187334388076076,0.176793192530422,1.05962444251828,0.289315489181062,0.917059668159519,"No","NotSig"
"Gde1",735.566975688338,0.232929085152636,0.219755793087342,1.05994514128717,0.289169557435951,0.917059668159519,"No","NotSig"
"Gnpda1",2237.63607592225,-0.204827249799789,0.193407533585431,-1.05904483658241,0.289579360659764,0.917059668159519,"No","NotSig"
"Zfp160",317.723810849982,-0.300008044483976,0.28326905423785,-1.05909219519641,0.289557794092329,0.917059668159519,"No","NotSig"
