gene_id	a160	a163	a169	a172
Fancc	189	138	137	256
Ptch1	114	87	71	198
Sptlc1	929	862	870	1266
Ercc6l2	240	235	248	346
Sfxn1	2658	2188	3182	4249
Habp4	616	591	684	1205
Ctsl	338	325	681	729
Zfp346	182	165	145	205
Prxl2c	549	640	615	908
Cdk20	79	77	65	100
Lman2	5130	5177	5535	8350
Mxd3	108	76	78	107
Prelid1	9160	8641	10725	13345
Nsd1	1705	1460	1309	1893
Pdlim7	575	437	534	863
Ddx41	927	957	1052	1839
Fam193b	303	231	302	507
Pcbd2	1510	1398	1889	1704
Txndc15	6171	6021	7701	11278
Catsper3	1	5	3	12
Ddx46	1989	1665	1667	1972
Caml	624	524	589	872
B4galt7	169	133	178	233
Slc25a48	4	5	3	15
Zfp729a	2284	2013	3139	4248
Zfp369	175	202	201	201
Ptdss1	2216	1973	2239	3771
Mterf3	1360	1346	1443	2237
Uqcrb	16034	13388	18084	15807
Fastkd3	244	212	257	356
Cetn3	3602	3200	3924	4032
Smad5	203	240	252	461
Trpc7	5	10	8	8
Hnrnpk	26409	23577	26911	38315
Ccnh	1101	969	1301	1627
Rasa1	524	526	626	906
2210016F16Rik	2292	1929	2310	3171
Gkap1	117	101	196	257
Slc28a3	15	12	14	11
Naa35	964	752	913	1375
Golm1	156	167	169	221
Agtpbp1	382	406	411	755
A230056J06Rik	382	406	411	755
Dapk1	266	235	300	528
Slc6a19	8	7	0	0
Nkd2	5	1	2	1
Trip13	104	93	173	216
Cep72	43	35	47	74
Tppp	4	5	1	11
Ahrr	51	53	54	46
Pdcd6	4990	4514	6268	7643
Sdha	6159	5633	6535	10468
Ccdc127	694	575	644	981
Erap1	2007	1621	1711	2903
Cast	1338	1176	1035	1416
Rhobtb3	1	2	5	0
Spata9	0	4	0	0
Glrx	7816	6820	7696	9895
Arsk	328	275	266	377
Srd5a1	23	19	29	48
Nsun2	2941	2670	2511	4337
Mctp1	2743	3120	3284	5446
Slf1	448	366	322	402
Med10	2842	2157	2640	2996
Ndufs6	3397	2765	4134	3601
Mrpl36	2832	2272	3026	3046
Lpcat1	1607	1372	1468	2466
Slc6a3	0	3	2	7
Clptm1l	3976	3621	4364	6744
Tert	13	4	8	28
Hapln1	10	11	10	9
Vcan	15	19	8	27
Xrcc4	509	469	539	621
Atg10	603	621	473	713
Zcchc9	990	782	1034	1278
Cd180	871	934	975	1150
Slc30a5	1321	1266	1464	2163
Rad17	707	689	756	990
Marveld2	145	220	312	399
Ocln	24	19	44	10
Gtf2h2	846	738	939	1157
Naip1	20	17	8	15
Serf1	35	29	29	41
Smn1	733	568	791	792
Mccc2	482	467	648	938
Ptcd2	4957	4414	4682	7116
Btf3	15349	13715	16397	16032
Ankra2	522	522	580	722
Arhgef28	2	6	6	1
Hexb	3783	3477	4512	6511
Gfm2	567	398	405	591
Polk	282	266	268	329
Cert1	496	476	409	845
Hmgcr	1424	1155	1379	2121
Poc5	224	179	258	370
F2rl2	379	295	116	267
Iqgap2	1359	1366	1481	1796
F2rl1	21	6	7	15
Aggf1	826	760	803	1528
Pde8b	187	93	88	164
Otp	3	5	6	2
Ap3b1	2161	1850	1973	3393
Scamp1	221	241	369	358
Jmy	139	152	128	191
Dimt1	606	500	714	925
Kif2a	337	352	400	787
Ercc8	283	266	230	324
Elovl7	49	13	28	33
Depdc1b	34	19	24	28
Pde4d	21	27	36	44
Rab3c	13	28	39	46
Plk2	417	518	387	775
Thbs4	4	2	18	8
Serinc5	149	70	99	188
Mtx3	71	69	65	97
Zfyve16	472	407	388	492
Dhfr	347	290	387	316
Rasgrf2	29	12	18	91
Erbin	1199	1171	1120	1784
Nln	236	205	360	529
Trappc13	980	780	857	1372
Trim23	261	239	243	353
Ppwd1	266	304	200	263
Cenpk	260	186	255	211
Cwc27	540	446	438	581
Srek1ip1	806	606	701	611
Rgs7bp	66	103	86	76
Rnf180	557	460	344	726
Parp8	2351	2111	2341	3718
Emb	1530	1101	1320	1035
Hcn1	15	25	30	44
Mrps30	1107	918	1157	1834
Fgf10	2	4	9	14
Slc4a7	725	858	1446	2368
Psmd6	3724	3423	4393	5187
Atxn7	370	368	414	435
Cfap20dc	8	5	23	2
Pdhb	4130	3623	4656	6170
Fam3d	4	3	21	0
Fam107a	16	19	33	29
Kctd6	233	217	286	442
Map3k1	518	543	849	1443
Il6st	1335	1270	883	1462
Ddx4	14	2	7	14
Plpp1	5154	5244	8596	10164
Gpx8	1	5	7	12
Cspg4b	3	3	5	0
Ndufs4	4901	4530	5509	5613
Fst	10	17	9	17
Kat6b	270	288	194	293
Dusp13	4	3	1	0
Samd8	253	327	303	384
Vdac2	8342	7312	8850	11699
Nkiras1	219	197	221	359
Comtd1	242	199	307	312
Ube2e1	3107	2662	3354	4363
Nr1d2	83	102	137	251
Thrb	11	3	10	6
Dlg5	1	0	6	9
Ngly1	1354	1204	1049	1871
Oxsm	187	161	128	130
Dydc1	7	1	2	0
Prxl2a	280	160	293	421
Glud1	3343	3100	3517	6134
Sftpd	0	0	7	0
Bmpr1a	14	14	39	0
Cdhr1	10	12	12	23
Rgr	3	7	10	0
Nid2	34	47	105	189
Rtraf	5313	4516	6120	6363
Nudt13	274	252	256	361
Ecd	1182	1149	1102	1950
Dnajc9	1982	1667	1792	2275
Anxa7	3166	2689	3158	6174
Mss51	15	24	9	28
Ppp3cb	459	313	512	650
Zswim8	336	328	411	839
Camk2g	117	116	133	194
Plau	31	11	9	8
Vcl	182	191	201	211
Ap3m1	1428	1346	1528	2704
Txndc16	1071	1056	1498	2314
Ero1a	998	924	914	1739
Psmc6	3403	2882	3514	4995
Bmp4	3	1	3	6
Samd4	0	2	9	0
Mapk1ip1l	1367	1167	1321	2137
Ktn1	1388	840	1065	1473
Peli2	13	7	12	26
Gm6498	13	7	12	26
ccdc198	0	17	1	4
Anxa11	227	193	313	364
Ppif	661	626	687	936
Slmap	479	494	456	701
Rnase10	6	4	1	1
Rnase4	78	122	108	71
Arf4	4775	4206	5521	7085
Dnah12	0	6	6	2
Rnase6	21824	17665	15289	18265
Hacl1	133	145	120	120
Gpr65	8045	10251	15540	19510
Eaf1	311	285	314	638
Mettl6	778	613	852	1106
Sh3bp5	164	60	91	137
Capn7	1145	1025	1198	2104
Arhgef3	216	158	248	384
Asb14	1	2	0	0
Btd	197	176	204	331
Bap1	770	674	756	1544
Phf7	308	282	289	529
Galnt15	5	0	3	4
Sema3g	4	2	3	0
Dph3	1610	1404	1744	1985
Oxnad1	151	149	134	236
Nisch	2144	1630	2211	3431
Parg	406	357	372	624
Ogdhl	14	26	18	13
Glt8d1	205	245	289	276
Spcs1	5655	4785	6797	6269
Nek4	186	194	147	250
Chat	0	1	0	8
Ebpl	910	813	1143	1247
Kpna3	1970	1291	1374	2292
Spryd7	498	433	698	842
Rnaseh2b	924	756	1036	1131
Gucy1b2	2	0	0	10
Mapk8	336	293	331	477
Pspc1	535	538	617	1210
Ctsb	19750	17046	25021	36709
Ptpn20	1	2	2	0
Gdf10	10	9	37	8
Gata4	3	0	9	0
Zmym2	547	497	467	942
Cryl1	633	548	754	887
Prkcd	3912	3416	4469	7705
Eef1akmt1	1238	1149	1203	1211
Xpo4	441	422	367	610
Tdh	48	5	9	0
Tkt	4130	3557	5408	8678
Pinx1	441	338	498	442
Lats2	373	509	568	1015
Dcp1a	337	397	318	576
Sap18	835	791	888	1377
Ska3	78	94	119	106
Mrpl57	2197	1975	2572	2484
Zdhhc20	1748	1616	1982	3625
Hmbox1	279	249	209	537
Micu2	1856	1646	1944	3293
Fgf9	9	22	9	2
Ints9	680	635	774	1293
Extl3	955	839	854	1595
Cab39l	1239	1116	1432	2088
Cdadc1	514	438	538	646
Atp8a2	10	8	3	4
LOC108168164	10	8	3	4
Amer2	2	3	15	11
Mtmr6	1003	970	1060	1642
Spata13	306	254	137	311
Cacna2d3	35	49	39	21
Mipep	374	395	431	681
Wnt5a	5	3	8	9
Esd	3205	2802	4020	5041
Lrrc63	13	20	10	25
Lcp1	44035	40369	43311	62526
Zc3h13	1082	986	1053	1627
Slc25a30	119	109	125	219
Gpalpp1	672	566	599	831
Nufip1	988	824	794	1227
Tsc22d1	603	601	723	1385
Dnajc15	2798	1986	2963	2437
Epsti1	8482	3631	4279	6345
Tnfsf11	2	1	1	0
Akap11	516	569	481	997
Rgcc	45	29	35	61
Tdrd3	333	270	302	395
Naa16	523	479	461	604
Diaph3	73	58	105	126
Mtrf1	201	171	248	269
Wbp4	1483	1137	1574	1720
Sugt1	1912	1598	1897	2286
Cnmd	1	1	0	9
Olfm4	35	32	83	95
Elp3	443	438	446	748
Scara5	9	17	17	26
Pbk	175	208	303	450
Esco2	137	130	148	169
Ccdc25	780	737	815	1227
Clu	465	102	458	736
Adam2	0	9	3	0
Ephx2	50	30	111	129
Chrna2	15	24	18	22
Trim35	6476	7976	11389	14811
Dpysl2	312	267	291	459
Bnip3l	4156	3698	4747	6234
Ppp2r2a	1859	1726	1777	2763
Ebf2	3	8	17	0
Nefm	0	6	0	4
Adam7	0	9	3	4
Pibf1	295	334	297	327
Entpd4b	93	91	79	181
Bora	123	114	178	141
Tnfrsf10b	101	112	104	216
Rhobtb2	304	243	274	448
Klhl1	8	11	16	6
Pebp4	1	1	0	15
Bin3	3387	3072	3140	4775
Pdlim2	1518	1198	1387	2110
Sorbs3	16	9	18	20
Ppp3cc	232	242	181	386
Slc39a14	135	94	88	162
Fhip2b	383	286	373	517
Hr	104	53	31	45
Bmp1	56	56	78	84
Dmtn	78	31	59	90
Xpo7	555	535	584	891
Dok2	80	51	61	65
Gfra2	164	182	99	143
Rb1	1137	913	1365	2067
Rcbtb2	1549	1377	1893	2653
Itm2b	39207	33289	47458	55086
Med4	901	747	860	1096
Sucla2	3194	2420	3356	4498
Uchl3	2308	2153	2919	3351
Gpc5	2	3	4	1
Trim52	20	18	28	45
Spry2	5	8	7	4
Rbm26	1252	1131	1230	1679
Obi1	308	216	252	358
Ednrb	126	132	149	231
Scel	3	8	4	0
Fbxl3	680	532	599	1000
Cln5	1085	844	1067	1934
Acod1	1	2	3	40
Dct	33	23	38	31
Tgds	608	512	528	889
Gpr180	417	331	388	702
Cldn10	57	43	44	52
Dnajc3	5024	5594	5801	8571
Mbnl2	2312	2211	2903	3992
Nipbl	1567	1341	1294	2105
Nup155	161	192	214	355
Gdnf	0	2	6	0
Osmr	9	5	1	5
Fyb	3374	2710	2518	2998
Dab2	131	191	84	40
Ttc33	721	516	677	1022
Mcpt8	0	36	39	0
Rab2b	335	301	294	441
Mettl3	684	589	580	1140
Dad1	5954	6073	7903	7462
Lrp10	2413	2014	2625	4861
Rem2	4	0	1	22
Haus4	326	265	357	396
Ajuba	22	21	14	20
4931414P19Rik	28	18	38	44
Slc7a8	403	360	271	489
C6	20	6	20	0
Fbxo4	976	938	1186	1905
Acin1	1209	1105	866	1211
Oxct1	2469	2374	3720	5023
Drosha	151	173	281	495
Psmb5	3856	3435	4752	6138
Bcl2l2	2391	2053	3103	3849
Pabpn1	2391	2053	3103	3849
6030458C11Rik	433	548	602	674
Pdzd2	9	27	27	26
Slc22a17	37	25	31	84
Golph3	3051	3257	3138	5978
Zfr	2194	1574	1812	2406
Ngdn	1865	1619	2189	2862
Sub1	30962	25653	34919	31947
Npr3	3	6	1	6
Jph4	1	13	10	17
Dhrs4	1000	933	1008	1173
Carmil3	55	45	39	66
Dcaf11	1464	1327	1599	3116
Fitm1	0	6	3	0
Psme1	22885	18315	22649	26359
Emc9	439	353	431	611
Tgm1	28	14	11	10
Cideb	3	2	1	3
Adcy4	102	95	176	355
Ripk3	1344	1276	2322	3208
Sdr39u1	755	641	852	1205
Cma1	3	5	6	0
Zscan26	249	181	160	270
Sema5a	17	45	26	24
Cct5	8393	7711	9449	12336
Cmbl	37	28	26	67
Ropn1l	116	102	133	165
Ankrd33b	473	124	134	326
Ctnnd2	165	131	86	197
Tars	1383	1294	1518	2749
Amacr	56	80	39	82
Rai14	33	29	34	24
Brix1	2213	2208	2374	3228
Rad1	463	350	435	716
Nadk2	491	488	686	967
Mtdh	3045	2598	3035	3733
Laptm4b	5082	3104	3445	5883
Sdc2	24	42	42	145
Dnah5	2	12	2	4
Trio	549	536	542	933
Ank	216	180	238	430
Marchf11	2	1	5	0
Retreg1	515	495	584	876
Myo10	19	32	45	53
Rnf19a	587	358	363	605
Pabpc1	5165	4604	6397	10059
Ywhaz	29897	29012	34134	44834
Grhl2	22	40	40	48
Rrm2b	303	265	194	276
Atp6v1c1	1095	1053	1446	1993
Fzd6	12	14	12	14
Slc25a32	154	150	165	266
Dcaf13	1204	1098	1502	1730
Dcstamp	165	336	579	800
Dpys	4	8	42	25
Lrp12	22	15	36	31
Zfpm2	76	96	89	192
Oxr1	842	686	851	1293
Angpt1	53	93	105	149
Csmd3	28	49	57	30
Eif3h	6112	5404	6655	8579
Utp23	705	639	739	895
Rad21	499	485	749	1273
Slc30a8	1	0	0	5
Cdh10	8	6	8	9
Shcbp1	237	198	224	295
Rida	738	544	731	642
Matn2	44	69	41	88
Pop1	75	88	54	137
Stk3	767	803	933	1339
Osr2	0	2	0	7
Khdrbs3	142	87	388	619
Zfat	49	43	43	58
Eif3e	4582	3635	5417	6578
Emc2	2777	2208	3293	4096
Eny2	2635	2197	2990	2961
Ebag9	466	376	557	642
Sybu	2	5	10	0
Myc	593	436	353	450
Washc5	580	511	547	1123
Sqle	614	383	564	865
Mtss1	80	50	40	60
Ndufb9	6188	5573	7594	6998
Fbxo32	103	78	54	96
Wdyhv1	304	285	330	498
Atad2	287	266	294	445
Zhx1	559	462	474	894
Tbc1d31	236	276	382	625
Derl1	3463	3372	4097	6703
Slc22a22	3	3	6	0
Has2	3	0	10	15
Mtbp	132	97	106	181
Mrpl13	2647	2166	2751	3081
Col14a1	11	7	17	7
Sla	7593	7285	9853	14410
Adcy8	21	18	37	49
Asap1	3774	3459	4260	5281
Cyrib	9757	8813	11523	15846
Gtse1	26	29	37	47
Trmu	278	194	235	329
Brd1	926	699	653	960
Tef	128	137	175	160
Zc3h7b	151	100	93	70
Rangap1	924	801	795	1311
L3mbtl2	254	278	283	573
Rbx1	11890	9681	13997	11781
Xpnpep3	219	171	197	173
St13	2215	2226	2694	3946
Slc25a17	1280	1149	1653	2012
Adsl	1457	1328	1442	2268
Fam83f	36	20	14	58
Mief1	295	263	284	547
Tab1	211	180	257	367
Syngr1	22	2	30	96
Deptor	352	375	569	740
Dnal4	380	320	336	449
Nptxr	14	1	23	80
Dscc1	154	160	200	259
Enpp2	6	18	26	12
Josd1	565	439	443	999
Tomm22	4498	4071	5300	6623
Cby1	290	256	304	347
Dmc1	8	17	28	30
Smc1b	14	17	18	24
Csnk1e	575	610	731	1006
Fam118a	468	310	347	674
Sh3bp1	6773	5575	7230	11811
Samm50	2192	2107	2570	3078
Parvb	19	8	15	48
Parvg	5389	5184	4473	7314
C1qtnf6	13	1	9	23
Efcab6	1	2	7	0
Ttll1	73	52	65	154
Myh9	1582	1489	1387	2298
Ndufa6	4335	3678	5151	4383
Twf1	590	521	561	794
Smdt1	7480	6910	8819	8595
Naga	9077	7981	8484	13433
Wbp2nl	0	0	3	5
Septin3	830	866	915	1370
Slc38a2	4617	4045	4342	5015
Srebf2	3672	3065	3668	5700
Slc38a4	0	0	1	19
Rpap3	202	127	175	257
Rapgef3	2	7	3	8
Xrcc6	560	476	487	1055
Desi1	461	374	526	808
Pmm1	114	74	121	169
Hdac7	88	97	105	207
Polr3h	377	351	428	410
Aco2	2380	2429	2585	4041
Vdr	33	18	75	8
Nckap1l	4318	3946	3968	6320
Pde1b	2130	1668	2662	5298
Ppp1r1a	56	9	51	84
Glycam1	4	1	10	0
Shisa9	12	9	4	21
Tnfrsf17	6	6	5	32
Txndc11	986	919	1072	1958
Litaf	6679	6447	10173	12493
Nubp1	2446	2193	2413	3513
Ciita	12186	10402	9628	16282
Emp2	12	23	36	33
1810013L24Rik	884	817	823	1317
Bcl6	888	788	956	1443
Trp63	3	8	8	0
Cldn1	348	272	603	849
Il1rap	138	125	141	189
Anks3	617	599	571	859
Nudt16l1	1741	1602	1812	2295
Mgrn1	1240	1174	1451	3034
4930562C15Rik	11	5	8	8
Srl	41	37	22	88
Crebbp	1014	979	1032	1731
Fgf12	1	10	3	8
Zfp251	127	69	71	139
Hes1	1358	649	585	608
Zfp263	1159	1153	1324	2587
Atp13a3	292	304	303	546
Mefv	423	457	389	794
Glyr1	2393	2127	2368	4360
Tmem44	12	18	23	20
Lsg1	1060	941	1249	1799
Rogdi	12221	7915	11895	15528
Septin12	0	6	4	0
Dnaaf8	18	18	10	5
Eef2kmt	687	733	786	1003
Ercc4	327	271	246	374
Gpt	128	63	98	98
Apod	22	27	34	0
Adck5	474	491	636	1175
Cyc1	4672	4343	5175	7135
Sharpin	2625	2319	2779	4558
Maf1	3265	3069	3494	5714
Hgh1	283	242	283	597
Dgat1	331	324	379	855
Hsf1	907	1010	1103	2117
Bop1	1194	1208	1338	2007
Mroh1	382	309	305	659
Fbxl6	824	746	807	1499
Slc52a2	767	652	551	977
Gpaa1	712	604	798	1255
Oplah	8	13	8	38
Grina	1744	1109	1757	3015
Plec	128	132	109	287
Scrib	124	109	88	209
Gfus	1931	1688	2292	3381
Pycrl	664	677	717	1030
Naprt	149	114	157	327
Gsdmd	2782	1798	2501	3503
Ly6h	37	35	18	30
Gpihbp1	56	13	8	0
Rhpn1	104	113	275	510
Ly6g	50	14	115	111
Ly6c2	1058	617	736	778
Ly6i	224	232	86	105
Ly6e	106049	100727	103520	104527
Lynx1	28	9	24	44
Psca	75	16	4	10
Zbtb11	480	449	525	629
Arc	847	265	347	625
Cep97	172	105	138	196
Ptk2	526	538	342	537
Mapk12	42	56	44	45
Lmf2	766	632	671	1568
Tymp	50	42	54	84
Chkb	1018	920	1169	1832
Arsa	368	289	352	599
Rabl2	87	81	118	118
Kif21a	12	13	7	4
Yaf2	864	650	909	1356
Zcrb1	1717	1440	1943	2326
Alcam	1148	1054	859	1419
Cblb	1258	1054	1104	2083
Bbx	1381	1089	1402	2012
Retnlg	140	97	452	214
Morc1	7	4	15	6
Nectin3	15	11	16	16
Cd96	58	39	24	128
Tagln3	2	1	3	0
Gcsam	9950	8346	9532	12571
Cd200	1496	1007	1116	1493
Atg3	8323	7469	7782	10417
Slc35a5	938	842	810	1540
Ccdc80	3	6	5	32
Cd200r1	647	650	654	720
Gtpbp8	599	444	514	557
Mzt2	210	169	182	178
Prkdc	309	243	215	421
Mcm4	930	886	909	1226
Ube2v2	2495	2182	3115	3040
Snai2	4	5	5	15
Cep20	1514	1158	1278	1724
Nde1	1305	1013	1354	2112
Mpv17l	83	66	90	79
Pdxdc1	892	999	1304	1898
Ntan1	2616	2232	2904	3547
Rrn3	473	428	459	739
Bfar	2408	2147	2307	3669
Parn	547	549	426	697
B3gnt5	522	533	949	1481
Boc	2	4	4	0
Sidt1	32	17	20	52
Naa50	2539	2294	3045	4150
Ccdc191	281	252	307	373
Hira	146	154	168	300
Qtrt2	165	189	221	334
Mrpl40	1855	1548	2051	2423
Gbe1	288	235	325	455
Zbtb20	841	711	740	954
Usp7	1118	1055	1081	1885
Pmm2	1546	1336	1375	2635
Dgcr8	124	87	116	116
Trmt2a	859	792	828	1498
Arl6	1156	1351	1912	2832
Crybg3	255	250	250	442
Riox2	1243	917	1174	1844
Cpox	649	418	595	1013
Cldnd1	3266	3145	4901	8317
St3gal6	159	196	101	131
Cmss1	88	94	129	158
Tbc1d23	1151	947	1116	1467
Klhl22	146	105	107	112
Nit2	610	540	761	986
Tomm70a	2096	1941	2141	3439
Tmem30c	37	29	44	49
Tmem45a	1	7	10	5
Slc7a4	13	9	22	13
Tfg	3809	3294	4380	7761
Lrrc74b	52	38	32	27
Thap7	760	560	755	797
Lztr1	317	307	377	569
Ncam2	17	39	13	9
Snap29	824	649	690	887
Serpind1	19	25	25	59
Ccdc116	21	26	30	76
Sdf2l1	10937	12105	13115	15323
Dlg1	461	466	469	662
Ppil2	3251	2832	3391	5553
Senp5	297	300	309	570
Ypel1	46	51	28	71
Ncbp2	1675	1564	1628	2296
Top3b	1022	787	960	1309
Pak2	2540	2175	2395	3503
Spag6l	1	7	3	0
Wdr53	347	287	277	340
Fgd4	78	152	134	117
Dnm1l	1777	1049	1396	2009
Igsf11	18	26	20	24
Tnk2	31	29	33	79
Yars2	449	361	538	718
B4galt4	762	687	715	986
Tfrc	454	270	324	452
Arhgap31	1624	873	1217	1371
Fyttd1	1740	1250	1729	2746
Lrch3	832	767	609	851
Lmln	32	57	34	64
Popdc2	16	30	63	34
Cfap91	8	13	9	4
Osbpl11	297	226	279	492
Snx4	1887	1747	2415	3846
Zfp148	1211	949	1070	1627
Gsk3b	807	750	776	1340
Umps	1095	1027	1531	1939
Fstl1	6	12	23	9
Itgb5	55	6	57	81
Cyp2ab1	4	1	6	0
Ndufb4	1704	1412	2092	1924
Ndufb4c	1704	1412	2092	1924
Ndufb4b	1704	1412	2092	1924
Hgd	7	3	15	41
Abcc5	109	82	126	114
Muc13	7	12	3	15
Rabl3	352	283	298	343
Gtf2e1	402	287	341	442
Stxbp5l	0	5	20	2
Hcls1	2769	2711	3177	4839
Ccdc14	70	35	62	30
Mylk	25	4	19	14
Iqcb1	333	324	511	628
Eaf2	77	59	53	93
Ap2m1	7398	6558	8455	13102
Clcn2	52	14	24	36
Pdia5	5547	5773	7625	11143
Slc49a4	266	199	285	379
Hspbap1	285	260	312	478
Ehhadh	74	72	46	47
Senp2	945	941	1101	1579
Tmem41a	63	51	24	60
Tra2b	7035	6915	8000	11335
Chodl	6	8	9	13
Dgkg	92	100	140	126
Btg3	234	340	456	606
D16Ertd472e	570	739	976	1379
Cxadr	1	5	10	36
Usp25	1180	1029	1203	2115
Samsn1	8893	5058	8066	8962
Adipoq	7	8	1	8
Rfc4	502	396	533	594
Robo1	6	12	15	3
Eif4a2	5498	4656	4635	7123
St6gal1	1079	1121	850	1346
Masp1	12	9	2	2
Mrpl39	1292	1097	1474	1964
Atp5j	12115	9934	14986	12984
App	1462	1138	1746	3032
Adamts1	6	6	6	1
Adamts5	5	10	32	2
Ets2	121	139	318	463
Dyrk1a	344	338	445	621
Vps26c	1391	1336	1503	2498
Slc15a2	24	66	74	17
Ildr1	474	616	647	807
Cd86	12214	11052	14791	21346
Stfa2	8	8	8	5
Kpna1	1071	1116	1176	2008
Parp9	937	683	808	1264
Arl13b	211	197	303	310
Pros1	77	111	86	143
Psmg1	541	511	561	677
Brwd1	847	718	919	1488
Grik1	7	7	3	1
Fam3b	43	27	40	41
Pigp	1264	1022	1361	1397
Ripply3	36	28	43	8
Chaf1b	327	274	406	604
Dop1b	273	198	265	333
Cbr3	728	779	693	1000
Setd4	98	114	89	96
Rcan1	302	297	289	521
Runx1	840	752	713	1194
Atp5o	5362	4748	6553	6260
Itsn1	108	80	89	128
Donson	467	335	509	1046
Son	9566	7102	10291	10828
Gart	765	869	953	1549
Tmem50b	4057	4160	6967	11344
Ifngr2	3783	3432	4617	6771
Ifnar1	2063	1900	2384	4414
Il10rb	2817	1933	2425	4478
Ifnar2	2633	2416	3018	3783
Cfap298	291	226	381	356
Synj1	1670	1781	2247	3182
Paxbp1	2237	2340	2605	3618
Mis18a	812	744	872	899
Sod1	3570	2933	4624	4694
Scaf4	603	474	574	878
Zfp641	8	6	8	11
Kansl2	960	859	974	1583
Tex49	0	4	1	0
Adcy6	435	169	195	372
Enah	79	120	120	185
Wnt10b	14	1	5	0
Wnt1	0	0	6	0
Lmbr1l	256	189	337	442
Dhh	22	3	5	5
Tuba1b	13642	10765	15071	18477
Prpf40b	114	57	134	240
Fmnl3	74	45	23	26
Nckap5l	37	47	27	88
Tmbim6	1772	1594	1938	2517
Faim2	33	35	20	36
Racgap1	755	556	737	1129
Asic1	12	16	6	10
Smarcd1	100	102	129	258
Gpd1	4	1	9	0
Cox14	7174	5602	6492	5893
Cers5	1761	1593	1859	2844
Lima1	1895	1099	1666	2630
Larp4	1449	1457	1479	2265
Dip2b	704	496	497	918
Atf1	676	642	653	877
Slc11a2	403	368	509	1101
Cela1	53	655	1284	13
Slc4a8	471	233	499	524
Scn8a	18	17	9	10
Nr4a1	8610	17946	26282	39151
Pcdhgc4	2	0	2	12
Krt7	22	29	63	56
Krt18	15	17	72	106
Csad	176	174	174	234
Soat2	76	59	51	70
Igfbp6	2	1	16	0
Prr13	12589	10736	13483	17274
Map3k12	127	156	260	535
Tarbp2	971	741	806	1374
Npff	24	25	25	31
Calcoco1	346	384	333	490
Rttn	77	123	106	166
Cdkn1a	2678	1575	2651	3435
Nus1	629	573	584	1093
Cep89	168	171	157	155
Slc10a2	24	52	37	44
Mospd1	2147	1796	673	1184
Akirin1	2746	2631	2950	4486
Cxcl13	21	4	1	22
Gtf2ird1	163	168	248	458
Lrrc71	15	12	0	0
Noct	662	508	795	1047
Abcc1	701	566	651	967
Ndufa5	1980	1562	2672	2185
Fhl1	16	29	32	15
Msrb2	116	112	123	177
Rfc2	2017	1790	2220	2742
Denr	3142	2947	3772	4602
Prmt5	642	707	699	1293
Sympk	395	356	321	476
Gzma	53	140	114	134
Reg2	51	94	121	35
Nagpa	1190	1193	1140	2148
Get1	248	236	214	566
Ivns1abp	9749	9901	9654	17481
Tmem52	2	0	3	0
Rpp14	897	817	831	1015
Htd2	897	817	831	1015
Psg29	0	1	5	5
Slc38a1	2508	2863	3136	4688
Gps2	2222	1790	2377	3254
Bsg	6459	5658	7543	10395
Cpn2	0	6	8	9
Vwa5a	2104	1451	1190	2207
P3h3	44	32	27	37
Grm2	12	11	5	14
Il15ra	2020	672	1138	1675
Epb42	97	40	44	115
Serping1	12	6	50	0
Ccl25	163	158	146	240
Kcnk5	9	7	7	0
Parp3	758	556	667	1017
Slc26a6	80	56	80	135
Acy1	5	8	5	15
Frs3	24	18	30	60
Gabrr2	0	4	2	3
Creld2	5306	6228	7250	11074
Cd4	316	279	120	316
Twf2	3394	3160	3595	5774
Zfp605	85	59	74	135
Ube2j2	2259	2155	2606	3535
Marchf5	1377	984	1333	1990
Ache	15	2	16	76
Dtwd1	236	200	217	326
Gcm1	28	15	5	14
Mx2	82	33	49	86
Poc1a	130	116	102	60
Trip6	158	149	106	254
Clec4n	226	95	157	117
Agap3	417	409	518	1058
Tmem176a	10791	6917	7119	7759
Slc17a9	157	115	252	336
Stk31	3	4	9	0
Nfatc4	88	75	77	149
Cela3b	7	198	338	0
Gnb3	0	5	6	13
Pisd	1199	1068	1328	2384
Tpi1	4437	4268	6468	8257
Rab12	389	317	432	646
Tulp2	38	13	15	48
Celsr3	4	3	10	12
Prph	223	149	50	45
Pcbp4	41	14	25	56
Cdca3	932	673	818	912
C1qtnf12	137	133	167	264
Ccndbp1	4548	3855	4984	7133
Ogfod2	404	323	358	418
Mrps23	590	516	626	862
Rhebl1	506	228	295	448
Sfi1	872	739	628	1053
Hes7	53	39	34	76
Pigx	973	898	1417	1269
Tiam2	42	52	61	103
Synj2	88	55	71	56
Rsph3b	499	402	662	938
Rps6ka2	205	156	203	257
Prkn	73	76	63	77
Agpat4	1886	2525	4220	4335
Slc22a3	0	9	0	14
Igf2r	193	180	212	469
Acat2	294	225	365	429
Lnpep	935	893	964	1525
Chd1	798	825	713	1052
Mpc1	6188	4977	7142	7185
Pde10a	5	1	4	10
1700010I14Rik	11	5	6	15
Zfp54	168	106	97	127
Phf10	2317	2168	2546	3491
Smoc2	20	7	64	13
Zfp51	585	355	407	719
Mmp25	238	97	128	120
Hcfc1r1	1260	971	1334	1300
Tnfrsf12a	87	116	217	269
Pkmyt1	441	352	436	739
Paqr4	144	171	177	440
Flywch2	36	30	67	44
Slc25a27	18	14	12	46
Pla2g7	165	96	268	376
Tnfrsf21	726	854	1145	2088
