gene_id	a160	a163	a169	a172
Lurap1l	3	8	0	0
Tprn	260	226	258	505
Tbc1d12	90	58	118	105
Fndc9	30	4	15	41
Ggnbp1	44	56	49	76
Klhl11	52	42	48	52
Prss50	0	8	2	0
Mcat	404	284	343	618
Foxo3	95	51	70	159
Rpl29	5101	4412	5463	5582
Tmprss11f	4	10	4	0
Serpinb13	1	4	6	3
P2ry6	1917	1788	1571	2181
Dcun1d3	156	136	114	263
Cyb561d1	413	274	278	400
Cep120	694	655	620	1279
Slc35e4	137	120	220	359
Lonrf2	9	5	0	2
Pkd1l3	7	17	8	23
Vps37c	1415	1221	1483	2822
Slc39a9	372	328	352	747
Gm12185	65	48	43	99
Slc25a47	12	7	4	0
Arhgap30	4704	3743	3327	5641
Phf3	697	627	528	769
Hexim1	138	123	150	304
Cdk5r1	22	6	12	29
Zfp710	1203	1260	1198	2415
Rimkla	30	4	10	42
Bnip5	6	8	10	56
Rnf24	59	42	25	47
Efna5	14	11	4	3
Fkrp	465	447	506	927
Zfp689	91	130	89	124
Cdca2	120	106	93	182
Ccdc125	20	23	36	30
Tada3	380	322	409	752
Nr1h5	0	4	4	1
Gm6206	0	0	9	0
Prex2	28	24	21	14
Mrgpre	33	41	28	41
Yjefn3	8	4	17	22
C1galt1c1	1189	1140	1575	1903
Gphb5	5	1	8	0
Olfr1366	1	1	12	0
Atxn7l2	94	76	78	158
Ndnf	51	73	86	53
Olfr982	11	3	13	8
Olfr729	26	21	23	13
Olfr1467	12	12	8	1
Olfr873	7	11	3	1
Tmem121	4	0	0	0
Clec4a1	27	25	61	35
Mterf2	188	109	71	114
Olfr398	51	64	78	68
Rapgef4	18	46	17	5
Armcx3	745	729	812	1728
Olfr1257	4	2	5	0
Acap2	770	788	766	1172
Bmyc	1774	1593	1967	2305
Zadh2	330	286	258	636
Sephs2	711	730	748	1130
Gpr137c	49	46	28	106
Il23r	8	4	7	1
Olfr147	65	100	92	115
Pcdh10	7	22	32	24
Ccr2	2428	1542	9009	13694
Dcaf5	300	275	300	438
Themis	9	14	18	4
Oxtr	1	21	5	4
Agtr1a	25	3	6	19
Fam110b	77	53	83	83
Frmd3	1	3	9	0
Catsperg2	0	13	7	6
C5ar1	41	17	58	79
Plcxd3	9	13	11	9
Olfr1258	4	20	19	3
Zfp518a	264	254	220	307
Myoz3	5	2	2	1
Purg	51	44	50	58
Rtl5	58	39	39	64
Skint7	6	1	0	1
Olfr788	13	17	15	15
Pdp1	179	161	221	310
Myef2l	0	0	0	10
Tigd2	357	275	293	390
Gm7324	11	10	12	2
Hcar1	8	7	13	59
Gm5316	26	50	44	35
Lrp1b	1	3	10	4
Kcnk3	4	8	12	6
Olfr509	22	31	30	41
Scn3b	68	36	44	50
Mblac1	116	79	110	65
Iba57	125	126	170	321
Lix1l	35	27	30	49
Zfp219	140	74	147	306
Trappc1	3533	3086	3632	3604
Prmt6	408	343	360	677
Syt12	4	7	9	35
Ccdc71	794	546	570	856
Fut4	451	300	432	628
Sorl1	531	430	562	918
Olfr348	4	5	3	1
Zfp2	45	31	35	13
Smcr8	181	180	205	397
Kmt5a	2012	1615	2317	3860
Retreg2	775	619	606	1112
Zg16	24	190	240	2
Dcaf7	1307	1180	1099	2268
Brd8dc	0	8	5	12
Olfr173	18	23	34	13
Olfr1183	50	46	58	37
Krt8	10	15	4	43
Gemin4	117	88	88	108
Ogfr	1087	997	1168	1770
Rarres1	6	3	5	5
Prokr1	1	4	16	0
Tmem241	190	222	236	321
Tmem200a	10	10	11	12
Zfp260	711	694	724	1171
Chchd10	171	77	121	160
Upk1b	7	3	1	0
Cyp20a1	648	604	691	902
Aff4	659	650	696	1141
Ctu2	667	535	684	1160
Tmem67	252	252	323	428
Ccnq	412	312	320	556
Slc36a3	127	112	75	166
Pls1	0	11	16	49
Dtx3l	1034	739	732	1188
Proser1	442	442	460	603
Htr1b	9	18	11	17
Espnl	2	4	2	0
Spty2d1	1349	1645	1817	2576
Rps23	10498	8987	12027	8821
Cdc42ep1	4	0	0	6
Tmem202	16	23	12	10
Sall2	40	28	52	89
Tceal1	33	39	114	118
H1f1	7	7	10	6
Clip1	873	728	775	1252
Fzd9	2	0	8	0
Polr1a	907	938	1001	1651
Tmie	6	4	6	7
Lingo1	39	29	32	38
Olfr95	68	49	61	71
Ap5b1	122	124	134	239
Aknad1	15	16	12	11
Cfap46	11	7	10	5
Olfr780	3	5	13	12
Zfa-ps	8	6	1	4
Zfpm1	34	36	36	71
Grm5	33	33	43	28
Ccdc69	1627	1501	1361	2011
Vsig8	6	1	0	12
Zbtb45	271	237	197	295
Olfr418	20	21	11	20
Zfp644	867	830	796	1201
Gpr55	22	14	15	20
Omg	2	3	10	7
Prss33	0	0	0	10
Slc17a5	219	149	183	318
Tifab	8942	8254	7626	12480
C1ql3	0	0	12	0
2310022A10Rik	164	162	185	235
Olfr273	3	8	10	18
Gpr3	0	0	4	23
Zbtb5	225	158	119	200
Bdp1	742	635	628	857
Aftph	1415	1121	1438	2134
Morn4	5	16	8	17
Zbtb14	363	288	356	549
Olfr714	5	7	7	9
Catsperg1	177	77	61	88
Urgcp	213	215	217	298
Orai1	1678	1410	2560	3863
Pheta2	57	61	83	190
Nckap5	26	30	12	26
Nlrp10	34	28	21	29
Lig4	46	39	32	21
Gal3st1	27	5	8	5
Mmp12	138	89	85	134
Zfp668	198	145	166	286
Trex1	6195	5491	6638	8643
Zfp646	155	155	126	288
Arhgap15	3546	3721	3635	5325
Rpl36al	13491	11555	17316	13710
Zfp672	313	260	296	456
Olfr1318	4	2	7	15
Micos13	3018	2723	3638	3511
Zfp280b	250	187	171	188
Tmsb4x	1247427	1017986	1405440	1028135
Fzd4	5	13	6	11
Bag5	922	873	954	1201
Olfr642	2	13	6	3
Sertad2	508	410	628	957
Olfr466	24	34	41	54
Arhgap23	78	69	82	130
Fam161a	36	26	23	17
Zbtb12	13	3	7	5
Ceacam19	56	36	26	27
Suox	476	355	260	589
Olfr899	1	4	1	5
Olfr250	1	4	1	5
Arl4c	371	246	236	354
Nlrc3	17	13	16	11
Calhm5	0	3	4	33
Rlf	704	555	520	869
2810025M15Rik	884	817	898	940
Vcpkmt	36	40	51	61
Rasd1	96	25	56	106
Olfr808	1	3	8	2
Stkld1	13	16	14	52
Tmem17	79	44	60	78
Rasl11b	30	25	50	56
Gja8	17	20	8	26
2610318N02Rik	357	352	345	432
Slc35c1	519	509	545	956
Olfr921	0	11	3	8
Glp2r	0	1	6	0
Lpar4	0	4	8	10
H2ax	1501	1347	2038	2973
Lrrc4	1	3	0	4
Pgrmc2	352	327	452	566
Rpp38	229	176	250	231
Ccdc137	290	249	261	416
Mrps16	1925	1620	2073	1963
Plekhf2	1600	1529	1477	2472
Glt1d1	25	27	26	33
Ankrd55	138	81	48	45
Lrrc25	1188	719	712	826
Ppp1r3d	25	17	11	28
Idnk	1788	1379	1798	2349
Shisa3	12	5	6	10
Apol10b	1160	544	567	1088
Pitpnb	1576	1317	1391	2880
Amz1	971	917	1028	1794
Olfr745	3	2	5	12
Rap2c	607	588	654	986
Olfr728	4	2	12	3
Fhl4	6	9	6	45
Tmx2	1566	1369	1805	2707
Ccdc158	25	3	42	77
Tdrp	18	13	11	8
Klk6	0	5	7	0
Zfp697	19	25	22	17
Bex1	0	1	10	16
Gpr171	6750	12354	13450	17908
Rspry1	1073	917	1051	1840
Olfr622	7	35	25	31
1600012H06Rik	1060	902	1046	1614
Ces2b	8	12	24	12
Vmn1r235	1	7	1	0
Agmo	92	88	142	192
Tmc8	125	82	116	176
Haspin	131	135	93	87
Bpifc	14	19	19	16
Prdx6b	18	18	10	36
Opalin	12	10	11	29
Vwa3b	15	21	9	6
Olfr1023	18	12	16	7
Sarm1	37	36	23	71
Olfr430	12	27	16	32
Kcnk12	56	47	21	85
Slc25a44	320	273	264	452
F2rl3	2	7	0	3
Ubqln2	90	91	135	252
Slc9b1	5	5	20	8
Gm867	17	1	5	1
Nudt6	348	227	338	346
Lsm10	965	780	996	1163
Eif5a2	104	143	131	115
Scd4	144	147	152	146
Lgr4	10	18	8	2
Pla2g4e	3	6	8	4
Eva1b	186	123	292	323
Snip1	676	653	748	1047
Il17d	2	6	6	4
Pigm	442	461	537	890
Cxcr3	2026	1743	1482	2091
Hic2	82	59	82	114
Klre1	198	166	248	208
Heatr1	255	208	229	409
Olfr809	4	1	4	0
Tmem220	61	38	25	42
Prag1	7	7	11	5
Dscam	92	62	84	103
Fzd2	2	5	3	3
Foxc1	5	0	3	16
Abca12	19	27	9	16
Rictor	1944	1692	1775	2645
Nsun3	311	310	347	495
Synpo2	735	219	250	388
Neto1	1	7	7	2
Ndufaf6	815	768	893	953
Amer1	244	182	271	358
Lgals3	15391	12602	15831	19616
Olfr1378	22	21	15	12
Gpr18	1831	1643	1531	2467
Carmil2	51	29	39	73
Olfr524	0	3	1	0
Hoxd10	3	2	4	1
Ch25h	23	8	14	13
Snx21	1032	803	1221	1529
Il31ra	60	52	52	91
Septin6	4026	3863	4628	7136
Kif7	7	3	15	0
C77080	0	6	2	14
Armcx6	97	112	192	274
Tnfsf15	67	64	41	74
Tcf19	595	576	672	720
Ppp1r3g	1	2	6	3
Fbxo46	189	167	163	192
Enthd1	11	14	6	1
Cyp8b1	308	213	83	81
Astl	6	0	8	11
Fam118b	733	712	746	1319
Slc35d3	8	3	6	18
Psma5-ps	0	2	1	2
Fam167b	5	2	2	3
Fbxl22	11	29	22	59
Olfr1323	9	11	9	10
Oprd1	170	67	66	158
Fam171a1	14	5	7	11
Fam228b	28	16	17	30
Fam241a	1268	1038	1119	1547
Lamtor4	1569	1492	1853	1633
Gk2	0	13	7	0
Hyls1	137	72	100	109
Kcnb1	43	26	28	25
Prokr2	46	46	57	70
Tor1aip2	2670	1891	2521	3823
Maml1	93	73	103	139
Lrrc4c	17	30	29	29
Fam78a	44	44	41	56
Zfp831	7	8	11	7
Zfp61	208	121	138	310
Micos10	5922	5079	7266	6160
Olfr125	1	3	5	1
Zscan29	387	469	375	451
Rps27rt	553	405	686	344
Gpd1l	757	743	807	1504
Ubald2	822	957	1401	1887
Tmem150c	182	84	110	96
Mrgpra1	26	6	13	13
Trhde	5	7	8	1
Vstm4	15	0	2	0
Gpatch11	865	811	830	945
Gp1ba	3	6	3	11
Ccdc96	4	0	10	0
Prkaa1	847	765	744	1201
4930563M21Rik	1	3	6	1
2310061N02Rik	15	4	7	3
2310061I04Rik	300	243	305	565
Ftl1	247251	173150	327473	287298
Zbtb26	155	120	135	196
Plekho2	6422	7140	7077	12158
Arhgap42	433	315	624	1002
Vamp8	6543	5088	7419	7492
Ptges	44	22	36	54
Olfr164	1	3	0	6
Trim15	1	2	2	2
Pgbd5	5	1	2	2
Gp1bb	0	4	4	49
Prss27	2	3	9	27
Ear4	7	2	1	2
Ear14	7	2	1	2
Olfr1124	13	37	34	30
Tmem37	14	9	14	0
Ccdc126	101	47	74	72
B3galt6	274	210	214	331
Muc15	1	5	3	0
Oog3	3	0	0	9
Ecpas	654	509	585	987
Olfr1441	12	6	1	8
Olfr330	1	3	1	0
Fam131a	234	209	335	610
Cdh20	2	7	1	0
Zfp623	148	136	123	196
Olfr958	5	3	11	7
Zfp940	46	35	41	99
Atp5k	2269	1593	2810	2110
Minar2	0	6	0	1
Spata31d1a	8	5	4	15
Pdik1l	616	448	368	571
Tatdn1	478	348	544	697
Tvp23a	53	37	52	145
Cdr2l	1	11	11	1
Tmem123	30181	12884	16414	22786
Ankrd37	45	72	84	128
Zfp366	2276	2013	2113	4529
P2ry10	2690	3856	5430	9061
Dcaf12l2	5	1	21	2
Map10	34	45	27	36
Sgms2	10	5	7	12
Efcab5	3	9	8	15
Zfp438	119	105	81	138
Amigo1	29	46	43	44
Gja1	41	34	35	13
Zfp169	189	170	154	376
Insl6	364	130	337	260
Prkca	20	17	26	15
Lin28a	1	0	0	7
Creg2	8	14	6	13
Gdpgp1	180	106	111	172
Apol10a	12	2	6	4
Selenon	66	60	54	90
Adgb	26	36	35	45
Fhip1a	28	6	7	8
Olfr161	47	100	86	57
Gatd1	899	797	921	1440
Hs3st1	83	89	126	146
Serpinb1b	81	26	36	131
Zfp11	79	82	84	99
Zfp455	109	91	62	142
Gprc5c	602	539	388	674
P4ha3	7	9	12	4
Olfr523	3	7	14	4
Rgs13	3	0	0	0
Gm4847	3	2	3	0
Olfr986	33	38	24	17
Mblac2	304	330	291	384
Sv2c	30	28	25	34
Fam71e1	20	8	4	3
Olfr77	12	35	50	25
Gimap9	83	37	42	72
Camk2n2	4	4	8	0
Nat2	271	157	137	213
Adnp	44	50	91	90
Commd3	3226	2536	3589	3435
Cited1	3	2	10	0
Olfr853	3	15	25	15
Eml5	336	282	300	500
Rpusd3	59	45	57	47
Zfp42	1	7	0	2
Plcb1	1	4	9	1
Olfr655	10	7	12	6
Zfp524	402	369	330	468
Fam174a	3855	3559	4829	6188
Olfr1356	6	11	3	13
Mrgprd	10	7	8	16
Gpr183	3346	3567	6452	6650
Ercc6l	228	200	229	362
Bzw1	7255	6141	6687	9755
Tceanc	123	102	88	140
Fam83a	3	2	6	3
Nyx	24	29	14	29
Tmem199	1193	1219	1361	1838
Rnf7	2450	2295	2814	3289
Gen1	103	92	78	102
Msrb3	22	23	25	29
Swsap1	309	252	238	394
Islr2	11	8	7	13
Msantd1	60	53	43	69
Jagn1	1195	938	1394	1605
Trap1a	1	1	0	4
Nat8f3	9	13	5	13
Zgrf1	27	39	35	26
Pcmtd1	843	591	612	1048
Usp42	234	176	198	301
Olfr1262	11	29	14	11
Ffar2	538	390	131	245
Taf7	1033	932	1032	1125
Mtln	797	665	745	652
Pcdh19	0	10	0	0
Nup160	471	434	374	707
Cacna1c	10	10	17	34
Gfod1	128	126	148	312
2900026A02Rik	80	78	67	73
Olfr645	3	16	13	6
Zfp52	335	295	205	323
Rab11fip5	33	46	29	52
Plekhm3	1731	1644	1633	2986
Spryd4	331	340	335	467
Zfp46	120	90	75	207
Samd3	26	9	20	43
Commd1	2158	1856	2555	2869
Ncald	21	39	31	69
Six1	5	7	7	8
Plpp7	1	6	6	11
Pcdh1	28	22	13	39
Kif18b	90	54	50	92
Flrt3	14	54	35	55
Zbtb22	234	178	313	407
Ywhag	1660	1439	2079	3269
Olfr1402	15	32	39	48
Hspa14	44	44	45	142
Tacstd2	15	2	18	17
Ppp1r37	36	37	56	79
Plagl2	303	291	320	424
Olfr829	6	7	14	9
Ccdc157	34	26	43	50
Fhad1	118	104	111	146
Cd14	994	1901	2100	2314
Bbs12	129	77	131	189
Crebzf	782	674	683	1060
Spn	160	175	167	224
Zfp24	651	679	745	1328
Cbr1	401	435	321	527
Irf2bp2	952	925	1040	1496
Kcnj16	44	76	54	88
Tlr6	179	127	147	227
Zfp786	2	7	1	16
Ufsp1	28	20	18	17
Gm6583	1	8	2	5
Siglech	802	769	513	703
Wdfy4	5753	5624	5741	11451
Olfr414	86	53	53	44
Mafg	563	484	842	1246
Fam181b	3	6	1	0
Arhgef39	426	479	397	560
Rps19bp1	509	417	627	709
Usp29	37	53	52	83
Gm5124	9	3	7	10
Zfp579	64	48	56	63
Pusl1	244	276	266	475
Tceal8	365	250	765	686
Mical3	463	223	285	645
Map3k19	21	22	7	10
Olfr112	3	1	6	0
Rap2a	1065	793	1548	1940
H1f4	180	149	118	133
Fbl-ps2	0	9	0	0
Kctd19	14	6	8	26
B3gnt2	594	542	416	861
Lrrc3	275	333	473	862
AU021092	49	7	30	0
Coa6	526	365	622	598
Dcun1d4	113	109	160	479
Trim32	58	41	45	113
Pcdhb6	0	12	2	0
Treml4	3447	3306	2870	4750
Vmn1r73	18	24	24	13
Pcbp1	6585	6294	6802	9911
Tmem198	7	6	4	10
Senp8	200	136	108	234
Olfr1325	2	3	5	21
Apon	5	1	1	3
Wdcp	115	98	134	106
Kctd14	784	516	802	877
Mettl5	523	442	593	783
Rinl	1908	1739	1780	3065
Fam229b	88	64	97	58
Ttn	33	99	118	146
Wfdc21	124	79	339	220
Xrcc1	580	537	586	773
Tubgcp6	175	165	140	156
Nlgn2	34	33	53	96
Cox6b2	166	90	351	232
Sox12	29	30	48	177
Gypa	680	150	420	373
Rtl8c	1399	1310	616	706
Arf3	3233	2932	4158	6687
Mest	15	6	17	48
Samd7	1	7	3	0
Tbc1d22a	867	846	776	1090
Vmn2r72	3	4	11	6
Klhdc1	171	164	249	321
Abca16	0	7	14	2
Sox6	33	3	22	29
Spats2	18	20	68	40
B3glct	82	110	83	144
Xkr4	2	10	4	7
Olfr371	0	5	3	8
Tlr11	6273	5514	5305	8514
Prdm9	96	90	111	150
Erich1	475	439	410	527
Casr	15	10	18	10
Sec31b	16	6	7	7
Smim11	1231	1148	1189	1211
Lax1	76	18	43	92
Olfr796	2	2	2	4
Btla	10729	9800	9314	15114
Tagap1	563	577	468	841
Pfdn4	713	730	1045	827
Klf13	645	576	975	982
Zfp217	326	241	253	549
Olfr901	5	9	15	11
Pard3b	37	37	25	58
1700029F12Rik	38	47	20	21
Dock8	3098	2677	2780	4172
Rgs14	551	573	556	833
Gnpda1	2187	2037	1777	3142
Mtcl1	2	0	5	4
Akr1b7	12	7	11	8
Sema5b	0	15	10	1
Rbm12b2	150	145	132	286
Babam2	1009	850	1161	1725
Rasal3	392	369	370	633
Ppp4r2	1200	796	1055	1463
Rps10	9288	7402	9712	9733
Plpp2	225	283	217	333
Acvr2a	108	94	138	202
Pld4	7090	6739	7940	12520
Cd177	93	62	318	391
Opa3	891	837	817	1407
Ppp1r36	0	4	6	6
Zfp622	1355	1204	1496	1929
Fpr2	28	5	46	16
Bhlha15	15	10	12	23
Dnah3	4	8	5	3
Ostn	1	1	2	7
Taf9	321	180	380	414
Ppp6r1	2131	2128	1921	4020
Cdc42se2	5144	4882	5903	10290
Ltn1	470	471	421	683
Doc2a	0	8	0	0
Tbc1d30	69	83	97	80
Hbb-b1	101246	37013	67465	45223
Hbb-bs	101246	37013	67465	45223
Slc39a1	112	176	150	215
Lrrc15	7	3	0	1
Ankrd44	1487	1458	1607	2459
1700024B05Rik	0	3	5	2
Cx3cr1	347	304	176	363
Immt	1841	1595	1964	3183
Cemip	11	13	13	13
Zdhhc19	3	14	18	16
B630019K06Rik	247	137	128	310
Tmem106c	375	357	450	607
Il1rapl1	1	3	4	0
Mpp3	28	53	47	41
Actn2	33	31	18	33
Nrros	3755	4113	5199	8366
Trpm3	17	44	51	31
Acot4	102	98	75	155
Rft1	252	200	328	488
Mogat2	10	2	3	58
Ezr	4111	3651	4643	7152
Rexo4	1625	1348	1271	2278
Ccdc171	178	169	140	318
Olfr720	20	56	37	26
Smim30	3811	3069	3630	3622
B4galt3	726	703	829	1346
Tmco1	2985	2631	3345	3665
Cebpe	7	3	31	68
Zfp961	285	221	201	364
Get3	659	663	1175	1422
Atp6v1a	1333	1075	1624	2739
Tcp10c	10	8	5	5
C130026I21Rik	129	169	206	233
Tmem171	0	3	8	0
Cherp	605	674	708	1288
Epha3	28	23	21	14
Olfr536	17	16	16	15
Nav2	84	111	70	66
Robo2	6	17	11	9
Cyp2j5	2	4	11	1
Spdya	168	160	196	284
Nup188	147	128	150	311
Pbx1	400	355	442	699
Magi3	87	104	98	98
St6galnac3	47	12	14	29
Adarb2	3	16	12	7
Gan	135	109	149	235
Cpne8	1216	791	1112	1467
Slc22a30	0	7	9	0
D930048N14Rik	10	12	9	25
H1f3	207	107	127	108
Hook2	199	147	163	274
Dlg2	50	57	14	9
Lrrtm4	4	11	7	12
Serp2	1	6	5	0
Adam17	1567	1510	1743	2758
Isoc2b	343	278	325	335
Plekhg3	166	166	163	406
Pcdh15	6	24	34	10
Terb1	6	8	4	3
Olfr851	54	43	37	61
Asap2	425	395	381	544
Rnf103	641	581	609	1237
Zfp112	12	23	13	22
Zmat1	185	117	147	176
Rap1b	17544	15724	20571	28901
Jun	5491	3664	1111	2618
Rab7b	19165	20649	25530	32896
Tln2	26	17	25	9
Tnrc6a	871	598	838	1046
BC004004	2002	1659	2014	2577
Zfp608	78	88	94	127
Kcnt2	0	5	2	0
Map1b	52	67	204	204
Klrc2	25	27	33	23
Suclg1	5670	5284	6573	7547
Swt1	1241	1008	1201	991
Trim30b	1019	961	965	1812
Gm38525	1019	961	965	1812
Repin1	117	79	80	211
Traf7	1237	1076	1235	2288
A630001G21Rik	482	383	747	791
Zfp212	201	139	178	313
Oas1a	68	59	66	87
Grk4	99	88	113	126
1700030K09Rik	160	115	116	151
Nup107	371	332	357	824
Atad2b	1206	940	714	1091
Cysltr1	631	627	709	984
Sae1	1719	1509	1842	2624
Junb	17705	19554	26672	34903
Reep1	9	1	0	0
Nrk	7	6	2	3
Dnah6	10	19	13	20
Prkcb	3210	2816	2225	4552
Ubxn8	464	386	521	590
Lamb2	28	28	45	35
Msl1	609	429	658	1286
Senp7	428	485	527	573
Prkg1	11	14	27	30
Arhgef15	34	37	37	63
Rnaseh2a	922	727	925	1260
Ctif	26	20	17	43
Fbxo31	163	166	232	267
Glis3	7	25	19	27
Rnf157	767	766	865	1347
Cpvl	0	4	0	7
Gas1	2	0	5	10
Mrpl35	1436	1181	1648	1764
Ube2ql1	1	5	0	1
Uba2	2223	1671	2297	3289
Hrh1	131	167	107	135
Creb5	444	159	217	179
Krcc1	3776	2897	3448	4832
Cntn2	8	0	4	0
Sv2b	3	8	4	15
Aph1c	2785	2715	2305	4905
Cd8b1	498	420	1620	2168
Brsk2	2	6	0	2
Jam2	17	23	20	35
Clec12a	9660	8818	10688	12209
Cfap300	6	16	8	13
Zfta	19	23	25	51
Lins1	197	173	195	288
Myh7	8	5	16	17
Tmem248	1420	1448	1667	2835
Gpr141	1105	742	1142	1050
Yap1	61	34	33	37
Socs3	160	194	250	650
Chmp3	2710	2419	2741	3769
Rnf26	249	248	322	564
Supt7l	504	469	346	737
Mapk11	232	242	135	423
Ptprt	13	21	9	8
Olfr352	18	26	30	8
Spag16	9	10	12	1
Fes	1782	1674	1613	2544
Gpr21	4	8	0	1
Cdh22	8	7	4	0
9030619P08Rik	10	8	9	0
Rpl18-ps2	3	1	6	7
Bcl3	1517	1243	1020	1899
Mterf1b	30	23	16	31
A830005F24Rik	115	117	175	173
Gm609	11	16	4	6
Mllt11	257	181	214	471
Arhgap20	13	24	24	23
Styx	262	261	375	434
Btn2a2	4	8	5	0
Raet1e	2	0	3	10
Dand5	87	66	60	68
Ceacam3	7	4	7	6
Olfr212	45	6	11	21
Ndfip2	1898	1505	1987	3011
Aldh1a1	91	14	54	57
E030003E18Rik	91	14	54	57
Trmt1l	1434	1118	1297	2285
Ddx10	676	601	554	928
Rab4b	2979	2510	3287	4645
Pom121	275	252	252	719
AI854703	12	10	5	2
Nrgn	135	92	137	187
Sec61b	9816	8676	12887	10580
Slamf8	7927	6642	8948	14790
Gatd3a	718	598	714	1062
Dis3l2	490	406	403	611
Ficd	106	88	107	284
Tarm1	12	26	7	5
Zfp943	549	473	394	521
Zfp952	231	210	191	394
Olfr211	2	5	3	6
Cacng8	12	6	4	9
Phgdh	448	533	581	844
Adamts18	10	14	18	8
Cbx7	257	228	214	409
Hunk	10	9	17	18
Mapk14	3343	3651	3538	6281
Adamts19	15	24	18	13
Thoc7	2829	2354	3536	2873
Ggcx	68	57	59	44
Tg	93	57	125	75
Kdm3a	459	404	475	736
Tnfaip6	2	11	35	5
Tcf4	1515	1602	1385	2143
Usp21	572	470	628	1097
Trim60	0	9	0	0
Nrd1	1769	1732	1485	2655
Kcnip1	3	6	5	6
Cstf2t	510	411	492	838
3110082I17Rik	132	117	150	350
Smagp	694	525	561	1012
Ier2	3612	4248	4816	7080
Eif3k	7027	6224	8024	7696
4930563E22Rik	20	34	3	51
Tanc2	67	80	67	63
Zfand2a	220	199	256	448
Zfp472	443	286	328	339
Rpia	65	84	103	114
Sh3pxd2a	227	159	180	340
Tll1	12	27	26	15
Dennd4a	2160	2449	2850	5009
Aldh7a1	161	98	137	286
Plxnb1	1	3	4	1
Tgm5	3	1	3	10
Kics2	50	28	54	59
Dpep2	554	365	552	886
Mast1	26	33	45	28
Nebl	17	24	25	19
Dusp7	67	61	45	92
Tmem39b	144	161	228	302
Ptrh1	27	54	40	80
Chd8	410	314	345	520
Chchd3	1323	1223	1534	1908
Lysmd1	322	282	280	372
Ubxn7	382	407	348	782
Exoc6	1301	1045	1097	1989
Grwd1	375	404	567	662
Olfr744	0	5	6	4
Camk2d	1109	1165	1058	1585
Ppfia2	4	4	6	0
H2-T24	151	140	172	252
Nudcd3	743	634	609	1080
Txlna	583	646	612	1206
Lipg	0	4	11	0
Adgrg4	3	10	21	5
Fpgt	206	177	149	269
Srcap	513	566	387	552
Sh2d4a	43	32	24	44
Slc39a8	70	58	31	62
Ech1	2879	2502	3174	4320
Mat2a	3486	3044	3707	5842
Kdm4d	2	4	3	0
Nanp	450	351	341	462
Cyhr1	750	622	702	992
Shisa6	7	4	5	4
Cnn3	341	235	270	584
Adnp2	172	167	140	279
Lgals4	39	62	51	101
Pde5a	53	78	55	108
Cd8a	23757	20868	59300	75706
Zfp14	32	26	40	120
Tusc1	301	244	280	354
Ndst1	294	306	230	450
Tmem179	0	1	2	3
Sirt5	264	208	254	426
Nt5dc3	78	57	85	159
Olfr279	45	37	22	55
Ercc6	374	416	306	467
A930004D18Rik	31	26	11	15
Pkp3	1310	1145	1660	2482
Iigp1	927	464	392	1501
Skida1	8	4	4	5
Utp18	1012	956	1169	1832
Capn12	3	12	16	20
Fbxw28	2	8	7	22
1810037I17Rik	5165	4292	5601	4975
Slc25a40	231	157	275	322
Nlrp9a	1	1	1	0
Try4	20	870	1008	0
Skp2	112	81	103	137
H2-T3	1	14	5	2
Adm2	11	2	2	8
Olfr24	3	27	7	5
Vmn1r236	41	47	91	42
Syne3	9	10	12	3
Fam83e	2	9	6	19
Spock3	6	17	22	14
Ceacam10	7	5	35	0
Klf1	167	17	157	138
Gon4l	449	374	437	845
Ffar4	1371	1230	955	1480
Ifi205	14015	9872	14831	19530
Alkal2	0	0	12	0
Gzmm	25	10	9	8
Tprkb	763	695	881	916
Olfr481	2	16	11	8
Fra10ac1	461	392	456	634
Fgfr3	21	11	9	29
Lifr	58	102	76	61
Arfgap3	514	350	536	966
Prr14l	667	530	494	933
P2ry10b	89	118	124	125
Eapp	1750	1644	1935	2269
Cpsf3	2025	2039	2275	3814
Mrps21	3093	2496	3611	3232
Taf4b	142	160	174	203
Kcnn4	925	895	1236	1990
Rhob	321	165	110	136
Zfp747	138	134	191	418
Pnma1	19	6	20	0
Ceacam2	10	10	3	5
Mdm4	997	721	762	1419
Cklf	1423	1354	1746	1836
Slfn5	799	658	851	1102
Dnajc8	8591	7247	9198	11122
Spcs3	3375	3654	4001	6575
Tmem74	0	5	3	6
Slc30a7	1327	1297	1382	2263
Fabp1	8	16	6	11
Cadps	3	15	14	5
Atpif1	23340	18889	30515	24395
Tmem120b	284	257	284	469
Gimap4	204	167	145	182
Cpa1	14	170	421	0
Tle5	5429	4612	7279	10079
Sytl5	1	6	1	1
Vapb	237	198	328	503
Vsnl1	4	0	5	2
Lclat1	127	120	154	257
Thnsl2	108	65	98	205
Kcnn2	9	16	27	6
Tmem62	144	121	93	309
Olfr308	15	10	6	12
Dedd2	864	844	749	1195
Parp4	400	306	360	574
Trim65	177	199	165	280
Zfp867	64	61	77	57
Sh3bp2	495	414	271	410
Ms4a5	2	0	2	7
Olfr1500	5	3	2	5
Ugt1a6a	30	49	48	153
Adam12	6	13	17	3
Usp17la	69	107	120	132
Pla2r1	15	20	33	13
Pabpc1l	2	7	1	1
9130230L23Rik	32	53	54	77
Cggbp1	2669	2282	2522	4000
Kdm2a	948	848	756	1253
Mgmt	78	70	96	106
Mettl7a1	367	288	361	600
Xlr	1692	1116	915	1071
